Name,Affiliation,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore,FirstAuthorCount,LastAuthorCount
Chen Huang,Apple,1,0,1,4.75,0.0,0,0
Aye Phyu Phyu Aung,Nanyang Technological University,1,0,1,4.75,0.0,1,0
Runsheng Yu,Nanyang Technological University,1,0,1,4.75,0.0,0,0
Senthilnath Jayavelu,Nanyang Technological University,1,0,1,4.75,0.0,0,0
Xiaoli Li,Nanyang Technological University,1,0,1,4.75,0.0,0,1
Vikram Nitin,Columbia University,1,0,1,4.75,0.0,1,0
Haokun Chen,"APEX Lab, Shanghai Jiao Tong University",1,0,1,4.75,0.0,1,0
Zhaoyang Liu,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Chen Xu,Peking University,1,0,1,4.75,0.0,0,0
Ziqian Chen,Peking University,1,0,1,4.75,0.0,0,0
Jinyang Gao,,1,0,1,4.75,0.0,0,0
Bolin Ding,Alibaba Group,1,0,1,4.75,0.0,0,1
Marc Syvaeri,"University of Munich, Institut für Physik",1,0,1,4.75,0.0,1,0
Sven Krippendorf,LMU Munich,1,0,1,4.75,0.0,0,1
Wesley Joon-Wie Tann,National University of Singapore,1,0,1,4.75,0.0,1,0
Ee-Chien Chang,National University of Singapore,1,0,1,4.75,0.0,0,0
Bryan Hooi,National University of Singapore,1,0,1,4.75,0.0,0,1
Shabnam Daghaghi,Rice University,1,0,1,4.75,0.0,1,0
Mengnan Zhao,,1,0,1,4.75,0.0,0,0
Zonghan Yang,"Tsinghua University, Tsinghua University",1,0,1,4.75,0.0,1,0
Yang Liu,,1,0,1,4.75,0.0,0,0
Cheng Fu,"University of California, San Diego, University of California, San Diego",1,0,1,4.75,0.0,1,0
Kunlin Yang,,1,0,1,4.75,0.0,0,0
Jishen Zhao,"University of California, San Diego",1,0,1,4.75,0.0,0,1
Kun Fang,Shanghai Jiao Tong University,1,0,1,4.75,0.0,1,0
Xiaolin Huang,"Shanghai Jiao Tong University, Tsinghua University",2,0,2,4.75,0.0,0,0
Yingwen Wu,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Tao Li,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Jie Yang,,1,0,1,4.75,0.0,0,1
Hansi Yang,"Tsinghua University, Tsinghua University",1,0,1,4.75,0.0,1,0
quanming yao,4Paradigm Inc.,3,0,3,4.583333333333333,0.0,0,1
Luowei Zhou,Microsoft,1,0,1,4.75,0.0,0,0
Yen-Chun Chen,Microsoft,1,0,1,4.75,0.0,0,0
Yuwei Fang,Microsoft,1,0,1,4.75,0.0,0,0
Siqi Sun,Toyota Technological Institute at Chicago,1,0,1,4.75,0.0,0,0
Sumegh Roychowdhury,Indian Institute of Technology Kharagpur,1,0,1,4.75,0.0,1,0
Sumedh Anand Sontakke,University of Southern California,2,0,2,4.75,0.0,1,0
Milan Aggarwal,Indian Institute of  Technology (IIT) Delhi,1,0,1,4.75,0.0,0,0
Liang Song,University of Science and Technology of China,1,0,1,4.75,0.0,1,0
Jinlu Liu,Renmin University of China,1,0,1,4.75,0.0,0,0
Yongqiang Qin,"Tsinghua University, Tsinghua University",1,0,1,4.75,0.0,0,1
JINGYUE LU,University of Oxford,1,0,1,4.75,0.0,1,0
Erich Merrill III,Oregon State University,1,0,1,4.75,0.0,1,0
Thomas G Dietterich,Oregon State University,1,0,1,4.75,0.0,0,0
Yao Zhou,"University of Illinois, Urbana-Champaign",1,0,1,4.75,0.0,1,0
Chenxin Xiong,KAUST,1,0,1,4.75,0.0,0,0
Ali Thabet,KAUST,1,0,1,4.75,0.0,0,0
Nadine Chang,"School of Computer Science, Carnegie Mellon University",1,0,1,4.75,0.0,1,0
Jayanth Koushik,Carnegie Mellon University,1,0,1,4.75,0.0,0,0
Michael Tarr,Carnegie-Mellon University,1,0,1,4.75,0.0,0,0
Mehmet Koseoglu,Hacettepe University,1,0,1,4.75,0.0,1,0
Ece Kunduracioglu,,1,0,1,4.75,0.0,0,0
Ayca Ozcelikkale,Uppsala University,1,0,1,4.75,0.0,0,1
Ioannis Gatopoulos,University of Amsterdam,1,0,1,4.75,0.0,1,0
Jakub Mikolaj Tomczak,Vrije Universiteit Amsterdam,1,0,1,4.75,0.0,0,1
Cong Chen,"Shanghai Jiao Tong University,",1,0,1,4.75,0.0,0,0
Ming Zhou,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Jonas K Kohler,Swiss Federal Institute of Technology,1,0,1,4.75,0.0,1,0
Leonard Adolphs,Swiss Federal Institute of Technology,1,0,1,4.75,0.0,0,0
Aurelien Lucchi,Swiss Federal Institute of Technology,1,0,1,4.75,0.0,0,1
Xiao Zhang,"Tsinghua University, Tsinghua University",2,0,2,4.625,0.0,2,0
Dejing Dou,University of Oregon Eugene,7,0,7,4.3100000000000005,0.0,0,3
Ji Wu,,2,0,2,4.625,0.0,0,2
Domen Vreš,University of Ljubljana,1,0,1,4.75,0.0,1,0
Marko Robnik Šikonja,University of Ljubljana,1,0,1,4.75,0.0,0,1
Jinwon An,Seoul National University,1,0,1,4.75,0.0,1,0
Misuk Kim,Sejong University,1,0,1,4.75,0.0,0,0
Sungzoon Cho,,1,0,1,4.75,0.0,0,0
Junseong Bang,,1,0,1,4.75,0.0,0,1
An Xu,University of Pittsburgh,1,0,1,4.75,0.0,1,0
Xiao Yan,Southern University of Science and Technology,1,0,1,4.75,0.0,0,0
Hongchang Gao,Temple University,1,0,1,4.75,0.0,0,0
Pouya Bashivan,McGill University,1,0,1,4.75,0.0,1,0
Mojtaba Faramarzi,Mila,1,0,1,4.75,0.0,0,0
Touraj Laleh,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",1,0,1,4.75,0.0,0,0
Toan Tran,"VinAI Research, Vietnam",1,0,1,4.75,0.0,1,0
Hieu Vu,Hanoi University of Science and Technology,1,0,1,4.75,0.0,0,0
Gustavo Carneiro,The University of Adelaide,2,0,2,4.54,0.0,0,1
guangxiang zhao,Peking University,1,0,1,4.75,0.0,1,0
Lei Li,Peking University,1,0,1,4.75,0.0,0,0
Xuancheng Ren,Peking University,1,0,1,4.75,0.0,0,0
Xu Sun,Peking University,2,0,2,4.25,0.0,0,0
Bin He,Harbin Institute of Technology,1,0,1,4.75,0.0,0,1
Max-Heinrich Laves,Leibniz Universität Hannover,1,0,1,4.75,0.0,1,0
Sontje Ihler,Leibniz University Hannover,1,0,1,4.75,0.0,0,0
Karl-Philipp Kortmann,Institute of Mechatronic Systems,1,0,1,4.75,0.0,0,0
Tobias Ortmaier,,1,0,1,4.75,0.0,0,1
Jie Ren,Xidian University,1,0,1,4.75,0.0,1,0
Yewen Li,Xidian University,1,0,1,4.75,0.0,0,0
Zihan Ding,Imperial College London,2,0,2,4.625,0.0,1,0
Hao Dong,Peking University,1,0,1,4.75,0.0,0,1
Sizhe Chen,Shanghai Jiao Tong University,1,0,1,4.75,0.0,1,0
Fan He,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Yang Guo,"Department of Computer Science, University of Wisconsin, Madison",1,0,1,4.75,0.0,0,0
Tianqi Li,"University of Wisconsin, Madison",1,0,1,4.75,0.0,0,0
Qicheng Lao,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",1,0,1,4.75,0.0,0,0
Dan Kushnir,,1,0,1,4.75,0.0,0,1
Thomas Mesnard,DeepMind,1,0,1,4.75,0.0,1,0
Shantanu Thakoor,Google,1,0,1,4.75,0.0,0,0
Alaa Saade,,1,0,1,4.75,0.0,0,0
Anna Harutyunyan,DeepMind,1,0,1,4.75,0.0,0,0
Tom Stepleton,,1,0,1,4.75,0.0,0,0
Marcus Hutter,Australian National University,2,0,2,4.625,0.0,1,0
Mohammad Amin Sadeghi,Qatar Computing Research Institute,1,0,1,4.75,0.0,1,0
Shameem Parambath,HBKU,1,0,1,4.75,0.0,0,0
Ji Lucas,,1,0,1,4.75,0.0,0,0
Youssef Meguebli,,1,0,1,4.75,0.0,0,0
Maguette Toure,--,1,0,1,4.75,0.0,0,0
Fawaz Al Qahtani,IDKT-RDI QF,1,0,1,4.75,0.0,0,0
Ting Yu,,1,0,1,4.75,0.0,0,0
Sanjay Chawla,Qatar Computing Research Institute,1,0,1,4.75,0.0,0,1
Nicholas Carl Roberts,Carnegie Mellon University,1,0,1,4.75,0.0,1,0
Jiyuan Tu,Shanghai Jiao Tong University,1,0,1,4.75,0.0,1,0
Weidong Liu,Shanghai Jiao Tong University,1,0,1,4.75,0.0,0,0
Xiaojun Mao,Fudan University,1,0,1,4.75,0.0,0,1
Chris Fifty,Google,1,0,1,4.75,0.0,1,0
Ehsan Amid,"University of California, Santa Cruz",1,0,1,4.75,0.0,0,0
Rui Gao,"University of Texas, Austin",1,0,1,4.75,0.0,0,0
Mario Lino Valencia,Imperial College London,1,0,1,4.75,0.0,1,0
Chris D Cantwell,Imperial College London,1,0,1,4.75,0.0,0,0
Eduardo Pignatelli,Imperial College London,1,0,1,4.75,0.0,0,0
Stathi Fotiadis,Imperial College London,1,0,1,4.75,0.0,0,0
Anil Anthony Bharath,Imperial College London,1,0,1,4.75,0.0,0,1
Lei Wang,Tsinghua University,1,0,1,4.75,0.0,1,0
Runtian Zhai,Carnegie Mellon University,1,0,1,4.75,0.0,0,0
Kai Jia,Massachusetts Institute of Technology,1,0,1,4.75,0.0,1,0
Yu Hu,Microsoft,1,0,1,4.75,0.0,0,0
Yaniv Yacoby,Harvard University,1,0,1,4.75,0.0,1,0
Weiwei Pan,Harvard University,1,0,1,4.75,0.0,0,0
Finale Doshi-Velez,Harvard University,1,0,1,4.75,0.0,0,1
Maxime Bassenne,Stanford University,1,0,1,4.75,0.0,1,0
Varun Vasudevan,Stanford University,1,0,1,4.75,0.0,0,0
Lei Xing,Stanford University,1,0,1,4.75,0.0,0,1
Yan Feng,"Tsinghua University, Tsinghua University",1,0,1,4.75,0.0,1,0
Tao Xiong,,1,0,1,4.75,0.0,0,0
Ruofan Wu,Fudan University,2,0,2,4.625,0.0,0,0
Yuan Qi,,2,0,2,4.625,0.0,0,2
Kai Zhong,"Tsinghua University, Tsinghua University",1,0,1,4.75,0.0,1,0
Xuefei Ning,Tsinghua University,2,0,2,4.5,0.0,1,0
Tianchen Zhao,BUAA,2,0,2,4.5,0.0,0,0
Zhenhua Zhu,,1,0,1,4.75,0.0,0,0
Shulin Zeng,,1,0,1,4.75,0.0,0,0
Guohao Dai,,1,0,1,4.75,0.0,0,0
Huazhong Yang,,2,0,2,4.5,0.0,0,1
Ehsan Kazemi,University of Central Florida,1,0,1,4.75,0.0,1,0
Mohamed E. Hussein,USC/ISI,1,0,1,4.75,0.0,0,0
Wael AbdAlmgaeed,University of Southern California,1,0,1,4.75,0.0,0,1
Andrew Wang,Stanford University,1,0,1,4.75,0.0,0,0
Jiaxuan You,"Computer Science Department, Stanford University",1,0,1,4.75,0.0,0,0
Chengtao Wen,,1,0,1,4.75,0.0,0,0
Arquimedes Canedo,,1,0,1,4.75,0.0,0,0
Sheheryar Zaidi,University of Oxford,1,0,1,4.75,0.0,1,0
Thomas Elsken,"Machine Learning Lab, University of Freiburg",1,0,1,4.75,0.0,0,0
Chris Holmes,,1,0,1,4.75,0.0,0,0
SURYA SHRAVAN KUMAR SAJJA,University of Notre Dame,1,0,1,4.75,0.0,1,0
Sumanta Mukherjee,Indian Institute of Science,1,0,1,4.75,0.0,0,0
Satyam Dwivedi,,1,0,1,4.75,0.0,0,0
Vikas C. Raykar,,1,0,1,4.75,0.0,0,1
Aniket Rajiv Didolkar,Manipal Institute of Technology,1,0,1,4.75,0.0,0,0
Sarthak Mittal,University of Montreal,1,0,1,4.75,0.0,0,0
Guillaume Lajoie,University of Montreal,1,0,1,4.75,0.0,0,0
Danilo Jimenez Rezende,DeepMind,1,0,1,4.75,0.0,0,0
Bochen Lv,"State University of New York, Stony Brook",1,0,1,4.75,0.0,1,0
Pu Yang,School of Mathematical Sciences,1,0,1,4.75,0.0,0,0
Zehao Wang,Peking University,1,0,1,4.75,0.0,0,0
Arantxa Casanova,Polytechnique Montreal,1,0,1,4.75,0.0,1,0
Michal Drozdzal,Facebook,1,0,1,4.75,0.0,0,0
Adriana Romero,Facebook,1,0,1,4.75,0.0,0,1
Markus Wulfmeier,Google DeepMind,1,0,1,4.75,0.0,1,0
Dushyant Rao,Google DeepMind,1,0,1,4.75,0.0,0,0
Roland Hafner,,1,0,1,4.75,0.0,0,0
Thomas Lampe,,1,0,1,4.75,0.0,0,0
Tim Hertweck,,1,0,1,4.75,0.0,0,0
Michael Neunert,,1,0,1,4.75,0.0,0,0
Dhruva Tirumala,Google DeepMind,1,0,1,4.75,0.0,0,0
Noah Yamamoto Siegel,"University of Washington, Seattle",1,0,1,4.75,0.0,0,0
Sunil Thulasidasan,Los Alamos National Laboratory,1,0,1,4.75,0.0,1,0
Sushil Thapa,"Institute of Engineering, Thapathali campus",1,0,1,4.75,0.0,0,0
Sayera Dhaubhadel,,1,0,1,4.75,0.0,0,0
Gopinath Chennupati,Los Alamos National Laboratory,1,0,1,4.75,0.0,0,0
Tanmoy Bhattacharya,,1,0,1,4.75,0.0,0,0
Guangyu Li,University of Southern California,1,0,1,4.75,0.0,1,0
Jiahao Chen,J.P. Morgan Chase,1,0,1,4.75,0.0,0,0
Samuel A Assefa,,1,0,1,4.75,0.0,0,0
Bohang Zhang,"Peking University, Tsinghua University",1,0,1,4.75,0.0,1,0
Zhou Lu,Princeton University,1,0,1,4.75,0.0,0,0
Matilde Gargiani,ifA | Automatic Control Laboratory | ETH Zurich,1,0,1,4.75,0.0,1,0
Andrea Zanelli,Universität Freiburg,1,0,1,4.75,0.0,0,0
Moritz Diehl,Universität Freiburg,1,0,1,4.75,0.0,0,0
Quoc Tran-Dinh,"University of North Carolina, Chapel Hill",1,0,1,4.75,0.0,0,0
Steven James Kommrusch,Colorado State University,1,0,1,4.75,0.0,1,0
Louis-Noel Pouchet,Colorado State University,1,0,1,4.75,0.0,0,0
Theo Barolett,,1,0,1,4.75,0.0,0,1
Firas Laakom,Tampere University,1,0,1,4.75,0.0,1,0
Jenni Raitoharju,Finnish Environment Institute,1,0,1,4.75,0.0,0,0
Alexandros Iosifidis,Aarhus University,2,0,2,4.5,0.0,0,1
Moncef Gabbouj,Tampere University,2,0,2,4.5,0.0,0,1
ying zhang,,1,0,1,4.75,0.0,1,0
Abduallah Mohamed,"University of Texas, Austin",1,0,1,4.75,0.0,1,0
Muhammed Mohaimin Sadiq,"University of Texas, Austin",1,0,1,4.75,0.0,0,0
Ehab AlBadawy,"State University of New York, Albany",1,0,1,4.75,0.0,0,0
Christian Claudel,University of Texas at Austin,1,0,1,4.75,0.0,0,1
Kevin Li,"Electrical Engineering & Computer Science Department, University of California Berkeley",1,0,1,4.75,0.0,1,0
Vitchyr H. Pong,University of California Berkeley,1,0,1,4.75,0.0,0,0
Justin Yu,,1,0,1,4.75,0.0,0,0
Harsh Rangwani,Indian Institute of Science,1,0,1,4.75,0.0,1,0
Venkatesh Babu Radhakrishnan,Indian Institute of Science,1,0,1,4.75,0.0,0,1
Luca Pasa,Universita' degli studi di Padova,1,0,1,4.75,0.0,1,0
Nicolò Navarin,Universita' degli studi di Padova,1,0,1,4.75,0.0,0,0
Alessandro Sperduti,Universita' degli studi di Padova,1,0,1,4.75,0.0,0,1
Patrick CHen,"University of California, Los Angeles",1,0,1,4.75,0.0,1,0
Hsiang-Fu Yu,Amazon,1,0,1,4.75,0.0,0,0
Inderjit S Dhillon,UT Austin,1,0,1,4.75,0.0,0,0
Peng Jiang,University of Iowa,1,0,1,4.75,0.0,1,0
Masuma Akter Rumi,University of Iowa,1,0,1,4.75,0.0,0,1
Yikai Wu,Duke University,1,0,1,4.75,0.0,1,0
Xingyu Zhu,Duke University,1,0,1,4.75,0.0,0,0
Annie N. Wang,Duke University,1,0,1,4.75,0.0,0,0
Nitin Kamra,University of Southern California,2,0,2,4.375,0.0,1,0
Tim Z. Xiao,University College London,1,0,1,4.75,0.0,1,0
Tycho F.A. van der Ouderaa,Quantib,1,0,1,4.75,0.0,1,0
Ivana Isgum,University Medical Center Utrecht,1,0,1,4.75,0.0,0,0
Wouter B. Veldhuis,,1,0,1,4.75,0.0,0,0
Bob D. De Vos,Utrecht University,1,0,1,4.75,0.0,0,0
Pim Moeskops,Quantib BV,1,0,1,4.75,0.0,0,1
Sheng Zhang,North Carolina State University,1,0,1,4.75,0.0,1,0
Zhanpeng Zeng,"University of Wisconsin, Madison",1,0,1,4.75,0.0,1,0
Yunyang Xiong,"University of Wisconsin, Madison",1,0,1,4.75,0.0,0,0
Shailesh Acharya,"University of North Texas, Denton",1,0,1,4.75,0.0,0,0
Glenn Fung,American Family Insurance,1,0,1,4.75,0.0,0,0
Wan-Yi Lin,Bosch research,1,0,1,4.75,0.0,1,0
jinghao shi,Carnegie Mellon University,1,0,1,4.75,0.0,0,0
Leslie Rice,Carnegie Mellon University,1,0,1,4.75,0.0,0,0
Andac Demir,Northeastern University,1,0,1,4.75,0.0,1,0
Toshiaki Koike-Akino,Harvard University,1,0,1,4.75,0.0,0,0
Ye Wang,Mitsubishi Electric Research Labs,1,0,1,4.75,0.0,0,0
Deniz Erdogmus,Northeastern University,1,0,1,4.75,0.0,0,1
Jacob M. Springer,Swarthmore College,2,0,2,4.5,0.0,2,0
Garrett T. Kenyon,Los Alamos National Laboratory,1,0,1,4.75,0.0,0,1
Zhaole Sun,"School of Informatics, University of Edinburgh",1,0,1,4.75,0.0,1,0
Raghu Rajan,Universität Freiburg,1,0,1,4.75,0.0,1,0
Jessica Lizeth Borja Diaz,Universität Freiburg,1,0,1,4.75,0.0,0,0
Suresh Guttikonda,Universität Freiburg,1,0,1,4.75,0.0,0,0
Fabio Ferreira,Stanford University,1,0,1,4.75,0.0,0,0
Daniel Bernstein,Massachusetts Institute of Technology,1,0,1,4.75,0.0,0,0
Hoang NT,RIKEN AIP,1,0,1,4.75,0.0,1,0
Takanori Maehara,RIKEN,1,0,1,4.75,0.0,0,0
Tsuyoshi Murata,,1,0,1,4.75,0.0,0,1
Engkarat Techapanurak,Tohoku University,1,0,1,4.75,0.0,1,0
Takayuki Okatani,RIKEN,1,0,1,4.75,0.0,0,1
Lingfan Yu,New York University,1,0,1,4.75,0.0,1,0
Jiajun Shen,Facebook,1,0,1,4.75,0.0,0,0
Jinyang Li,New York University,1,0,1,4.75,0.0,0,0
Karan Sikka,SRI International,1,0,1,4.75,0.0,1,0
Andrew Silberfarb,,1,0,1,4.75,0.0,0,0
John Byrnes,,1,0,1,4.75,0.0,0,0
Indranil Sur,Arizona State University,1,0,1,4.75,0.0,0,0
Ed Chow,,1,0,1,4.75,0.0,0,0
Ajay Divakaran,SRI International,1,0,1,4.75,0.0,0,0
Richard Rohwer,,1,0,1,4.75,0.0,0,1
Zac Wellmer,Hong Kong University of Science and Technology,1,0,1,4.75,0.0,1,0
James Kwok,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",1,0,1,4.75,0.0,0,1
Chia-You Chen,"Department of computer science and informational engineering, National Taiwan University",1,0,1,4.75,0.0,1,0
Daniel Kang,Stanford University,1,0,1,4.75,0.0,1,0
Tom B Brown,,1,0,1,4.75,0.0,0,0
Mingjie Sun,"School of Computer Science, Carnegie Mellon University",1,0,1,4.75,0.0,1,0
Sheng-Min Shih,Amazon,1,0,1,4.75,0.0,1,0
Pin-Ju Tien,Hedge fund,1,0,1,4.75,0.0,0,0
Zohar Karnin,Amazon,1,0,1,4.75,0.0,0,1
Achintya Gopal,Johns Hopkins University,1,0,1,4.75,0.0,1,0
Aaron Key,University of New Mexico,1,0,1,4.75,0.0,0,1
Arash Mehrjou,Max Planck Institute,1,0,1,4.75,0.0,0,0
Theofanis Karaletsos,Max-Planck Institute,1,0,1,4.75,0.0,0,0
Laurent Itti,University of Southern California,1,0,1,4.75,0.0,0,0
Jifan Zhang,"Department of Computer Science, University of Washington",1,0,1,4.75,0.0,1,0
Kevin Jamieson,University of Washington,1,0,1,4.75,0.0,0,1
David Acuna,"Department of Computer Science, University of Toronto",1,0,1,4.75,0.0,1,0
Guojun Zhang,University of Waterloo,1,0,1,4.75,0.0,0,0
Carroll Wainwright,"University of California, Santa Cruz",1,0,1,4.75,0.0,0,1
Daniel Pace,Imperial College London,1,0,1,4.75,0.0,1,0
Alessandra Russo,Imperial College London,1,0,1,4.75,0.0,0,0
Murray Shanahan,Imperial College London,1,0,1,4.75,0.0,0,1
Satyen Kale,Google,1,0,1,4.75,0.0,0,0
Mehryar Mohri,,1,0,1,4.75,0.0,0,0
Ananda Theertha Suresh,Google,1,0,1,4.75,0.0,0,1
Martin A Bertran,Duke University,1,0,1,4.75,0.0,1,0
mariano phielipp,Arizona State University,1,0,1,4.75,0.0,0,1
Andrew Hill,"University of Colorado, Denver",1,0,1,4.75,0.0,1,0
Katerina Kechris,,1,0,1,4.75,0.0,0,0
Russell Bowler,,1,0,1,4.75,0.0,0,0
Farnoush Kashani,"University of Colorado, Denver",1,0,1,4.75,0.0,0,1
Hyunjun Ju,POSTECH,1,0,1,4.75,0.0,1,0
Dongha Lee,POSTECH,1,0,1,4.75,0.0,0,0
SeongKu Kang,POSTECH,1,0,1,4.75,0.0,0,0
Hwanjo Yu,POSTECH,1,0,1,4.75,0.0,0,1
Tianhao Li,Nanjing University,1,0,1,4.75,0.0,1,0
Kulin Shah,Microsoft,1,0,1,4.75,0.0,1,0
Amit Deshpande,Microsoft Research,1,0,1,4.75,0.0,0,0
changmin wu,Ecole polytechnique,1,0,1,4.75,0.0,1,0
Michalis Vazirgiannis,,1,0,1,4.75,0.0,0,1
Santiago Zanella-Beguelin,Microsoft,1,0,1,4.75,0.0,1,0
Shruti Tople,Microsoft Research,1,0,1,4.75,0.0,0,0
Andrew Paverd,Microsoft,1,0,1,4.75,0.0,0,0
Boris Köpf,Microsoft,1,0,1,4.75,0.0,0,1
Thomas Davies,University of Southampton,1,0,1,4.75,0.0,1,0
Jack Aspinall,,1,0,1,4.75,0.0,0,0
Bryan Wilder,Harvard University,1,0,1,4.75,0.0,0,0
Long Tran-Thanh,The university of Warwick,1,0,1,4.75,0.0,0,1
Manqing Dong,University of New South Wales,1,0,1,4.75,0.0,1,0
Lina Yao,University of New South Wales,1,0,1,4.75,0.0,0,0
Xianzhi Wang,University of Technology Sydney,1,0,1,4.75,0.0,0,0
Xiwei Xu,,1,0,1,4.75,0.0,0,0
Liming Zhu,,1,0,1,4.75,0.0,0,1
Jose Vazquez,University of Edinburgh,1,0,1,4.75,0.0,0,0
Sen Wang,Heriot-Watt University,1,0,1,4.75,0.0,0,1
Arpit Amit Bansal,"University of Maryland, College Park",1,0,1,4.75,0.0,1,0
Michael Curry,"University of Maryland, College Park",1,0,1,4.75,0.0,0,0
Hossein Souri,"University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park",1,0,1,4.75,0.0,0,0
Rama Chellappa,Johns Hopkins University,1,0,1,4.75,0.0,0,0
Rajiv Jain,Adobe Systems,1,0,1,4.75,0.0,0,0
Svetlana Kutuzova,Technical University of Denmark,1,0,1,4.75,0.0,1,0
Oswin Krause,University of Copenhagen,1,0,1,4.75,0.0,0,0
Douglas McCloskey,,1,0,1,4.75,0.0,0,0
Mads Nielsen,University of Copenhagen,1,0,1,4.75,0.0,0,0
Christian Igel,University of Copenhagen,1,0,1,4.75,0.0,0,1
Shengyi Jiang,"Nanjing University, Tsinghua University",1,0,1,4.75,0.0,0,0
Feng Xu,Nanjing University,1,0,1,4.75,0.0,0,0
Abel Peirson,Stanford University,1,0,1,4.75,0.0,1,0
Taylor Howell,,1,0,1,4.75,0.0,0,0
Marius Aurel Tirlea,,1,0,1,4.75,0.0,0,1
Andreas Krämer,Freie Universität Berlin,1,0,1,4.75,0.0,1,0
Jonas Köhler,University of Amsterdam,1,0,1,4.75,0.0,0,0
Frank Noe,Freie Universität Berlin,1,0,1,4.75,0.0,0,1
YEWEN WANG,"University of California, Los Angeles",1,0,1,4.67,0.0,1,0
Alan Savushkin,Kaspersky,1,0,1,4.67,0.0,1,0
Nikita Benkovich,Higher School of Economics,1,0,1,4.67,0.0,0,0
Dmitry Golubev,,1,0,1,4.67,0.0,0,1
Noah Shutty,Stanford University,1,0,1,4.67,0.0,1,0
Casimir Wierzynski,California Institute of Technology,1,0,1,4.67,0.0,0,1
Benedikt Feldotto,Technical University Munich,1,0,1,4.67,0.0,1,0
Heiko Lengenfelder,,1,0,1,4.67,0.0,0,0
Alois Knoll,TU Munich,1,0,1,4.67,0.0,0,1
Adeel Pervez,University of Amsterdam,1,0,1,4.67,0.0,1,0
Thorben Funke,Universität Bremen,1,0,1,4.67,0.0,1,0
Megha Khosla,"L3S Research Center Hannover, Germany",1,0,1,4.67,0.0,0,0
Avishek Anand,Leibniz Universität Hannover,1,0,1,4.67,0.0,0,1
Ali Ayub,Pennsylvania State University,1,1,0,4.67,4.67,1,0
Alan Wagner,Pennsylvania State Univ University Park,1,1,0,4.67,4.67,0,1
Chang Li,University of Sydney,1,0,1,4.67,0.0,1,0
Dongjin Song,University of Connecticut,2,0,2,4.17,0.0,0,1
Yuxi Xie,Peking University,1,0,1,4.67,0.0,1,0
Danqing Huang,Microsoft,1,0,1,4.67,0.0,0,0
Jinpeng Wang,"Peking University, Tsinghua University",1,0,1,4.67,0.0,0,0
Chin-Yew Lin,Microsoft,1,0,1,4.67,0.0,0,1
Olivier Verdier,Western Norway University of Applied Sciences,1,0,1,4.67,0.0,1,0
Justus Sagemüller,Western Norway University of Applied Sciences,1,0,1,4.67,0.0,0,1
Joshua Vendrow,"University of California, Los Angeles",1,0,1,4.67,0.0,1,0
Jamie Haddock,"University of California, Los Angeles",1,0,1,4.67,0.0,0,0
Deanna Needell,"University of California, Los Angeles",1,0,1,4.67,0.0,0,1
Takayuki Katsuki,International Business Machines,1,0,1,4.67,0.0,1,0
Amber Nigam,Harvard University,1,0,1,4.67,0.0,1,0
Shikha Tyagi,,1,0,1,4.67,0.0,0,0
Kuldeep Tyagi,,1,0,1,4.67,0.0,0,0
Arpan Saxena,,1,0,1,4.67,0.0,0,1
Shunhua Jiang,Columbia University,1,0,1,4.67,0.0,1,0
Yunze Man,Carnegie Mellon University,1,0,1,4.67,0.0,0,0
Simon Roburin,ENPC,1,0,1,4.67,0.0,1,0
Yann Dubois de Mont-Marin,INRIA,1,0,1,4.67,0.0,0,0
Andrei Bursuc,Valeo,1,0,1,4.67,0.0,0,0
Renaud Marlet,Valeo,1,0,1,4.67,0.0,0,0
Patrick Perez,Valeo,1,0,1,4.67,0.0,0,0
Mathieu Aubry,ENPC,1,0,1,4.67,0.0,0,1
Gen Li,"Tsinghua University, Tsinghua University",1,0,1,4.67,0.0,1,0
Yuantao Gu,,1,0,1,4.67,0.0,0,0
Laura Manduchi,Swiss Federal Institute of Technology,1,0,1,4.67,0.0,1,0
Kieran Chin-Cheong,University of Basel,1,0,1,4.67,0.0,0,0
Holger Michel,,1,0,1,4.67,0.0,0,0
Sven Wellmann,,1,0,1,4.67,0.0,0,0
Mingjie Li,Peking University,1,0,1,4.67,0.0,0,0
Dylan Z Slack,"University of California, Irvine",1,0,1,4.67,0.0,1,0
Nathalie Rauschmayr,,1,0,1,4.67,0.0,0,0
Krishnaram Kenthapadi,Amazon AWS AI,1,0,1,4.67,0.0,0,1
Haoyu Chen,North Carolina State University,1,0,1,4.67,0.0,1,0
Pulak Ghosh,,1,0,1,4.67,0.0,0,1
Haoran Liu,Baidu,1,0,1,4.67,0.0,1,0
Yaqing Wang,Baidu Research,1,0,1,4.67,0.0,0,0
Haozhe An,Baidu,3,0,3,4.473333333333334,0.0,1,0
Jayanth Reddy Regatti,Ohio State University,1,0,1,4.67,0.0,1,0
